지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
진주,2022-09-28,경상대태양광,0.905,2.79576,19.4,,0.5,77.6,5.8,13.3
진주,2022-09-29,경상대태양광,0.905,4.2192,19.6,,0.6,75.5,10.5,19.7
진주,2022-09-30,경상대태양광,0.905,4.15728,19.4,,0.6,75.5,10.5,19.4
진주,2022-10-01,경상대태양광,0.905,4.03416,20.1,,0.5,72.4,10.5,18.7
진주,2022-10-02,경상대태양광,0.905,3.4416,20.6,,0.6,78.9,9.6,16.1
진주,2022-10-03,경상대태양광,0.905,2.3148,24.7,0.0,1.0,81.6,4.8,9.8
진주,2022-10-04,경상대태양광,0.905,1.27368,23.1,16.9,1.5,79.9,2.9,6.1
진주,2022-10-05,경상대태양광,0.905,2.22624,17.9,0.5,0.9,81.6,5.6,11.3
진주,2022-10-06,경상대태양광,0.905,2.35584,17.4,2.1,0.7,82.5,5.2,11.8
진주,2022-10-07,경상대태양광,0.905,2.886552,17.0,,1.2,69.1,7.3,15.3
진주,2022-10-08,경상대태양광,0.905,3.172392,15.8,,1.0,68.9,6.7,14.9
진주,2022-10-09,경상대태양광,0.905,0.838368,14.1,2.6,0.5,88.4,0.0,4.8
