지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
보령,2023.10.13,신보령태양광,4.038,8.479747,17.2,,0.7,73.4,3.3,
보령,2023.10.14,신보령태양광,4.038,13.555112,15.8,3.8,1.4,82.8,6.6,
보령,2023.10.15,신보령태양광,4.038,16.205726,16.1,,0.6,84.8,8.3,
보령,2023.10.16,신보령태양광,4.038,20.453079,15.4,,0.7,60.8,9.6,
보령,2023.10.17,신보령태양광,4.038,19.604571,13.9,,0.8,70.1,9.6,
보령,2023.10.18,신보령태양광,4.038,17.302757,15.2,,1.6,80.8,9.3,
보령,2023.10.19,신보령태양광,4.038,1.646629,16.2,18,1.7,90.3,0,
보령,2023.10.20,신보령태양광,4.038,18.830308,13.2,1.1,1.4,57.9,8.8,
보령,2023.10.21,신보령태양광,4.038,16.379766,11.5,2.3,0.8,65.8,7.3,
보령,2023.10.22,신보령태양광,4.038,15.354088,12.8,,1.3,75.1,7.5,
보령,2023.10.23,신보령태양광,4.038,14.464605,15,,1.4,82.1,9.3,
보령,2023.10.24,신보령태양광,4.038,11.929213,15.3,0,1.2,78.1,5.2,
보령,2023.10.25,신보령태양광,4.038,11.22341,16.2,,0.9,81.6,7.9,
보령,2023.10.26,신보령태양광,4.038,11.083359,17,,1.5,84.8,5.2,
보령,2023.10.27,신보령태양광,4.038,17.320836,15,,0.7,65,9.1,
보령,2023.10.28,신보령태양광,4.038,17.061705,14.4,,1,81.8,8.4,
보령,2023.10.29,신보령태양광,4.038,17.246112,14.2,,1.1,74.5,9.3,
보령,2023.10.30,신보령태양광,4.038,15.941777,14.4,,1.1,84.3,8.6,
보령,2023.10.31,신보령태양광,4.038,15.707471,15.3,,1.9,83.1,9.2,
보령,2023.11.1,신보령태양광,4.038,4.819846,19.4,,4.8,81.6,0.6,
